0.2	0.94
0.4	0.93
0.6	0.92
0.8	0.88
1	0.87
1.2	0.89
1.4	0.89
1.6	0.83
1.8	0.77
2	0.06
2.2	0
2.4	0
2.6	0
2.8	0
